system:index,date,mean,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2009-06-01T00:00:00,0.5583668947219849,"{""type"":""Point"",""coordinates"":[16.06861,36.83333]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,2009-06-01T00:00:00,0.5121830105781555,"{""type"":""Point"",""coordinates"":[14.661389999999999,36.30806]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2009-06-01T00:00:00,0.2063053399324417,"{""type"":""Point"",""coordinates"":[11.54472,37.85]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,2009-06-01T00:00:00,0.0901605635881424,"{""type"":""Point"",""coordinates"":[10.778889999999999,38.84]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,2009-06-01T00:00:00,0.15399591624736786,"{""type"":""Point"",""coordinates"":[9.00028,38.30028]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,2009-06-01T00:00:00,0.1806342601776123,"{""type"":""Point"",""coordinates"":[6.633610000000001,39.15028]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,2009-06-01T00:00:00,0.10982702672481537,"{""type"":""Point"",""coordinates"":[7.21667,40.32778]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,2009-06-01T00:00:00,0.11990202963352203,"{""type"":""Point"",""coordinates"":[5.7333300000000005,41.5]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,2009-06-01T00:00:00,0.14053566753864288,"{""type"":""Point"",""coordinates"":[7.67306,42.3]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_17,2009-06-01T00:00:00,0.06186990439891815,"{""type"":""Point"",""coordinates"":[10.790280000000001,40.01667]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2009-06-02T00:00:00,0.12385144084692001,"{""type"":""Point"",""coordinates"":[16.06861,36.83333]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2009-06-02T00:00:00,0.08875005692243576,"{""type"":""Point"",""coordinates"":[18.16861,37.6]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,2009-06-02T00:00:00,0.31584101915359497,"{""type"":""Point"",""coordinates"":[18.73528,36.05]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,2009-06-02T00:00:00,0.31584101915359497,"{""type"":""Point"",""coordinates"":[21.98111,34.76667]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2009-06-02T00:00:00,0.21487586200237274,"{""type"":""Point"",""coordinates"":[17.97694,34.7375]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,2009-06-02T00:00:00,0.16380220651626587,"{""type"":""Point"",""coordinates"":[14.661389999999999,36.30806]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2009-06-02T00:00:00,0.14581497013568878,"{""type"":""Point"",""coordinates"":[11.54472,37.85]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2009-06-02T00:00:00,0.2063053399324417,"{""type"":""Point"",""coordinates"":[13.30556,39.22361]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,2009-06-02T00:00:00,0.09410997480154037,"{""type"":""Point"",""coordinates"":[9.00028,38.30028]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,2009-06-02T00:00:00,0.06839851289987564,"{""type"":""Point"",""coordinates"":[6.633610000000001,39.15028]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,2009-06-02T00:00:00,0.1099076122045517,"{""type"":""Point"",""coordinates"":[7.21667,40.32778]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,2009-06-02T00:00:00,0.053568094968795776,"{""type"":""Point"",""coordinates"":[5.7333300000000005,41.5]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,2009-06-02T00:00:00,0.06186990439891815,"{""type"":""Point"",""coordinates"":[8.94111,43.38333]}"
