system:index,date,mean,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2004-03-15T00:00:00,0.4241676926612854,"{""type"":""Point"",""coordinates"":[7.97692,41.42394]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2004-03-16T00:00:00,0.2655465006828308,"{""type"":""Point"",""coordinates"":[11.29908,40.49948]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2004-03-16T00:00:00,0.30302560329437256,"{""type"":""Point"",""coordinates"":[7.97692,41.42394]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2004-03-17T00:00:00,0.2778783440589905,"{""type"":""Point"",""coordinates"":[11.29908,40.49948]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2004-03-17T00:00:00,0.11990202963352203,"{""type"":""Point"",""coordinates"":[7.97692,41.42394]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2004-03-18T00:00:00,0.1726951152086258,"{""type"":""Point"",""coordinates"":[17.91633,35.74974]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,2004-03-18T00:00:00,0.14053566753864288,"{""type"":""Point"",""coordinates"":[19.00013,39.99986]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2004-03-18T00:00:00,0.15109427273273468,"{""type"":""Point"",""coordinates"":[15.2502,37.61659]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,2004-03-20T00:00:00,0.3288176655769348,"{""type"":""Point"",""coordinates"":[11.566189999999999,37.48007]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2004-03-21T00:00:00,0.16310368478298187,"{""type"":""Point"",""coordinates"":[11.29908,40.49948]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2004-03-21T00:00:00,0.18373729288578033,"{""type"":""Point"",""coordinates"":[7.97692,41.42394]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,2004-03-21T00:00:00,0.31584101915359497,"{""type"":""Point"",""coordinates"":[11.566189999999999,37.48007]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2004-03-21T00:00:00,0.18373729288578033,"{""type"":""Point"",""coordinates"":[17.91633,35.74974]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2004-03-21T00:00:00,0.14053566753864288,"{""type"":""Point"",""coordinates"":[15.07893,38.64815]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_4,2004-03-23T00:00:00,0.1618141084909439,"{""type"":""Point"",""coordinates"":[17.91633,35.74974]}"
1_1_1_1_1_1_1_1_1_1_1_2_2,2004-03-24T00:00:00,0.08056913316249847,"{""type"":""Point"",""coordinates"":[5.35002,37.86636]}"
1_1_1_1_1_1_1_1_1_1_1_2_4,2004-03-24T00:00:00,0.1949407309293747,"{""type"":""Point"",""coordinates"":[17.91633,35.74974]}"
1_1_1_1_1_1_1_1_2_4,2004-03-27T00:00:00,0.6060015559196472,"{""type"":""Point"",""coordinates"":[17.91633,35.74974]}"
1_1_1_1_1_1_1_1_2_5,2004-03-27T00:00:00,0.22951824963092804,"{""type"":""Point"",""coordinates"":[19.00013,39.99986]}"
1_1_1_1_1_1_1_1_2_7,2004-03-27T00:00:00,0.11990202963352203,"{""type"":""Point"",""coordinates"":[15.07893,38.64815]}"
1_1_2_1,2004-04-02T00:00:00,0.07113893330097198,"{""type"":""Point"",""coordinates"":[7.97692,41.42394]}"
2_0,2004-04-04T00:00:00,0.06186990439891815,"{""type"":""Point"",""coordinates"":[11.29908,40.49948]}"
2_2,2004-04-04T00:00:00,0.08056913316249847,"{""type"":""Point"",""coordinates"":[5.35002,37.86636]}"
2_3,2004-04-04T00:00:00,0.10982702672481537,"{""type"":""Point"",""coordinates"":[11.566189999999999,37.48007]}"
