system:index,date,mean,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2000-07-01T00:00:00,0.09999379515647888,"{""type"":""Point"",""coordinates"":[18.6167,36.7833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2000-07-01T00:00:00,0.14053566753864288,"{""type"":""Point"",""coordinates"":[22.0667,36.1833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2000-07-01T00:00:00,0.24136649072170258,"{""type"":""Point"",""coordinates"":[19.0,33.0]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2000-07-01T00:00:00,0.18373729288578033,"{""type"":""Point"",""coordinates"":[17.5,33.8833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,2000-07-01T00:00:00,0.15181966125965118,"{""type"":""Point"",""coordinates"":[14.2667,35.0833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,2000-07-01T00:00:00,0.21783126890659332,"{""type"":""Point"",""coordinates"":[11.9,37.2667]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,2000-07-01T00:00:00,0.21783126890659332,"{""type"":""Point"",""coordinates"":[11.8667,37.2667]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,2000-07-01T00:00:00,0.1621364802122116,"{""type"":""Point"",""coordinates"":[13.3333,39.6667]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,2000-07-01T00:00:00,0.21783126890659332,"{""type"":""Point"",""coordinates"":[11.8333,39.0833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_13,2000-07-01T00:00:00,0.1618141084909439,"{""type"":""Point"",""coordinates"":[10.4167,38.5833]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,2000-07-01T00:00:00,0.10982702672481537,"{""type"":""Point"",""coordinates"":[8.8333,38.25]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_15,2000-07-01T00:00:00,-0.03678467869758606,"{""type"":""Point"",""coordinates"":[7.25,38.3333]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_17,2000-07-01T00:00:00,-0.014297246932983398,"{""type"":""Point"",""coordinates"":[6.25,40.85]}"
