system:index,date,mean,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2012-08-10T00:00:00,0.06882838159799576,"{""type"":""Point"",""coordinates"":[10.3391,41.68452]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_1,2012-08-10T00:00:00,0.05276210606098175,"{""type"":""Point"",""coordinates"":[6.062930000000001,41.74537]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_2,2012-08-10T00:00:00,0.14053566753864288,"{""type"":""Point"",""coordinates"":[2.6904,40.59962]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2012-08-10T00:00:00,0.43880999088287354,"{""type"":""Point"",""coordinates"":[-7.14958,36.96298]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,2012-08-10T00:00:00,0.5740838646888733,"{""type"":""Point"",""coordinates"":[-2.69442,35.90385]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2012-08-10T00:00:00,0.11990202963352203,"{""type"":""Point"",""coordinates"":[5.667330000000001,38.65637]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2012-08-10T00:00:00,-0.014297246932983398,"{""type"":""Point"",""coordinates"":[8.65953,38.2298]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,2012-08-10T00:00:00,0.021945953369140625,"{""type"":""Point"",""coordinates"":[11.75795,37.62168]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,2012-08-10T00:00:00,0.19515569508075714,"{""type"":""Point"",""coordinates"":[15.680929999999998,38.46182]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_10,2012-08-10T00:00:00,0.04394981265068054,"{""type"":""Point"",""coordinates"":[12.77163,39.1357]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,2012-08-11T00:00:00,-0.037026479840278625,"{""type"":""Point"",""coordinates"":[10.3391,41.68452]}"
