system:index,date,mean,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_2_3,2005-06-16T00:00:00,0.4674499034881592,"{""type"":""Point"",""coordinates"":[16.39733,42.016220000000004]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_4,2005-06-16T00:00:00,0.1726951152086258,"{""type"":""Point"",""coordinates"":[14.3805,42.55044]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_5,2005-06-16T00:00:00,0.36871469020843506,"{""type"":""Point"",""coordinates"":[13.59027,43.81315]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_6,2005-06-16T00:00:00,0.30302560329437256,"{""type"":""Point"",""coordinates"":[12.81278,44.22467]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_7,2005-06-16T00:00:00,0.45286130905151367,"{""type"":""Point"",""coordinates"":[12.70696,44.60983]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_8,2005-06-16T00:00:00,0.18373729288578033,"{""type"":""Point"",""coordinates"":[12.75205,44.91762]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_9,2005-06-16T00:00:00,0.21783126890659332,"{""type"":""Point"",""coordinates"":[12.43233,45.37112]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_11,2005-06-16T00:00:00,0.2533758878707886,"{""type"":""Point"",""coordinates"":[13.35604,44.43642]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_12,2005-06-16T00:00:00,0.18373729288578033,"{""type"":""Point"",""coordinates"":[13.944410000000001,44.3868]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_2_14,2005-06-16T00:00:00,0.35525447130203247,"{""type"":""Point"",""coordinates"":[15.78319,42.78783]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_2,2005-06-17T00:00:00,0.39611876010894775,"{""type"":""Point"",""coordinates"":[18.0626,40.85525]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_3,2005-06-17T00:00:00,0.1949407309293747,"{""type"":""Point"",""coordinates"":[16.39733,42.016220000000004]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_4,2005-06-17T00:00:00,0.1783774197101593,"{""type"":""Point"",""coordinates"":[14.3805,42.55044]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_5,2005-06-17T00:00:00,0.21783126890659332,"{""type"":""Point"",""coordinates"":[13.59027,43.81315]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_6,2005-06-17T00:00:00,0.2533758878707886,"{""type"":""Point"",""coordinates"":[12.81278,44.22467]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_9,2005-06-17T00:00:00,0.09991319477558136,"{""type"":""Point"",""coordinates"":[12.43233,45.37112]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_11,2005-06-17T00:00:00,0.24136649072170258,"{""type"":""Point"",""coordinates"":[13.35604,44.43642]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_12,2005-06-17T00:00:00,0.22951824963092804,"{""type"":""Point"",""coordinates"":[13.944410000000001,44.3868]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_14,2005-06-17T00:00:00,0.11990202963352203,"{""type"":""Point"",""coordinates"":[15.78319,42.78783]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_15,2005-06-17T00:00:00,0.11990202963352203,"{""type"":""Point"",""coordinates"":[17.80582,42.4534]}"
1_1_1_1_1_1_1_1_1_1_1_1_2_17,2005-06-17T00:00:00,0.2063053399324417,"{""type"":""Point"",""coordinates"":[18.383570000000002,42.21642]}"
1_1_1_1_1_1_1_1_1_1_1_2_0,2005-06-18T00:00:00,0.21783126890659332,"{""type"":""Point"",""coordinates"":[15.34733,37.205890000000004]}"
1_1_1_1_1_1_1_1_1_1_1_2_2,2005-06-18T00:00:00,0.3426808714866638,"{""type"":""Point"",""coordinates"":[18.0626,40.85525]}"
1_1_1_1_1_1_1_1_1_1_1_2_3,2005-06-18T00:00:00,0.2655465006828308,"{""type"":""Point"",""coordinates"":[16.39733,42.016220000000004]}"
1_1_1_1_1_1_1_1_1_1_1_2_4,2005-06-18T00:00:00,0.2533758878707886,"{""type"":""Point"",""coordinates"":[14.3805,42.55044]}"
1_1_1_1_1_1_1_1_1_1_1_2_7,2005-06-18T00:00:00,0.2063053399324417,"{""type"":""Point"",""coordinates"":[12.70696,44.60983]}"
1_1_1_1_1_1_1_1_1_1_1_2_8,2005-06-18T00:00:00,0.17342054843902588,"{""type"":""Point"",""coordinates"":[12.75205,44.91762]}"
1_1_1_1_1_1_1_1_1_1_1_2_9,2005-06-18T00:00:00,0.3823361396789551,"{""type"":""Point"",""coordinates"":[12.43233,45.37112]}"
