system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,sst,.geo
1_1_1_1_1_1_1_1_1_1_1_2_0,0.009514001198112965,0.008112001232802868,0.007420001085847616,0.005854000803083181,0.0025520010385662317,0.0019040009938180447,0.001632001018151641,9.800100087886676E-5,1.9200099632143974E-4,1.9800099835265428E-4,0.10944399982690811,2003-11-04T00:20:06,0.0405460000038147,41.58559036254883,22.924999237060547,"{""type"":""Point"",""coordinates"":[21.73,36.2222]}"
