system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,sst,.geo
2_0,0.007146000862121582,0.0070160008035600185,0.006596000865101814,0.00541200116276741,0.0021820010151714087,0.0015900010475888848,0.0013160010566934943,6.200100324349478E-5,1.3800100714433938E-4,1.040010029100813E-4,0.1231829971075058,2003-06-07T00:45:05,0.0,39.849945068359375,22.28499984741211,"{""type"":""Point"",""coordinates"":[14.2867,36.5004]}"
