system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,date,sst,.geo
1_1_2_0,0.007644000928848982,0.0076180011965334415,0.007100000977516174,0.005938000977039337,0.0027640010230243206,0.0021100009325891733,0.0017960009863600135,1.5800099936313927E-4,1.7400100477971137E-4,1.780010061338544E-4,2009-06-07T00:55:07,22.139999389648438,"{""type"":""Point"",""coordinates"":[9.76056,42.85]}"
