system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,sst,.geo
2_0,0.008964001201093197,0.008566001430153847,0.007658001035451889,0.006310001015663147,0.002662000944837928,0.0020380010828375816,0.0016860009636729956,2.580010041128844E-4,1.5800099936313927E-4,1.6600100207142532E-4,0.10705199837684631,2009-06-25T00:45:08,0.03573400154709816,42.849884033203125,22.774999618530273,"{""type"":""Point"",""coordinates"":[16.06861,36.83333]}"
