system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,sst,.geo
1_2_0,0.008856001310050488,0.008472001180052757,0.007238001096993685,0.005860000848770142,0.0022960009519010782,0.0017240010201931,0.0014320010086521506,7.000099867582321E-5,9.400099952472374E-5,8.200100273825228E-5,0.09493199735879898,2009-06-15T00:15:07,35.39990234375,23.82499885559082,"{""type"":""Point"",""coordinates"":[10.790280000000001,40.01667]}"
