system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,sst,.geo
2_0,0.009534001350402832,0.008900000713765621,0.007836000993847847,0.006294000893831253,0.002536000916734338,0.0019340009894222021,0.001614000997506082,2.3200099531095475E-4,1.6800100274849683E-4,1.620010007172823E-4,0.09391800314188004,2009-06-14T01:00:08,0.019391000270843506,38.559959411621094,26.864999771118164,"{""type"":""Point"",""coordinates"":[13.30556,39.22361]}"
