system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,sst,.geo
2_0,0.009298001416027546,0.008740001358091831,0.00770200090482831,0.006208001170307398,0.0024860010016709566,0.0018820009427145123,0.001548000960610807,2.0800100173801184E-4,1.3400100579019636E-4,1.5200099733192474E-4,0.09497199952602386,2009-06-12T01:05:08,37.90464401245117,23.029998779296875,"{""type"":""Point"",""coordinates"":[6.633610000000001,39.15028]}"
