system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,sst,.geo
2_0,0.006808001082390547,0.0066840010695159435,0.006218000780791044,0.005026001017540693,0.0019820008892565966,0.00140400102827698,0.001116001047194004,1.0001000191550702E-5,-3.9990000004763715E-6,-1.1998999980278313E-5,0.12710200250148773,2009-06-28T01:05:08,9.740000241436064E-4,36.31098175048828,21.989999771118164,"{""type"":""Point"",""coordinates"":[14.661389999999999,36.30806]}"
