system:index,Oa01_radiance,Oa02_radiance,Oa03_radiance,Oa04_radiance,Oa05_radiance,Oa06_radiance,Oa07_radiance,Oa08_radiance,Oa09_radiance,Oa10_radiance,Oa11_radiance,Oa12_radiance,Oa13_radiance,Oa14_radiance,Oa15_radiance,Oa16_radiance,Oa17_radiance,Oa18_radiance,Oa19_radiance,Oa20_radiance,Oa21_radiance,date,quality_flags,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,211.2070322493509,234.28283547507178,251.39556555134098,244.6052480560903,233.4005074238693,200.43209466056442,180.64119074357808,180.33510039959978,178.0817595895792,176.02786396509103,175.71380042169343,176.73726021225613,53.55630190593412,97.73554097495305,160.49594592017388,164.09449252272856,138.13986641102275,133.71342414362414,105.85917681046197,57.843657906007635,100.02166392616422,2018-04-01T08:23:40,2.2655237943850055E9,"{""type"":""Polygon"",""coordinates"":[[[20.388566887908723,39.55408055574236],[20.355969027818496,39.5504944597141],[20.32597539434098,39.54002268574144],[20.300979957953885,39.52350163647028],[20.282973846934375,39.50225013133625],[20.273386396643442,39.47796325586282],[20.272972623367682,39.45257635049361],[20.281755679191523,39.42811030377099],[20.299028062971907,39.40651066632826],[20.323410537682744,39.38949339603774],[20.352963260822527,39.37840931998012],[20.385339873580786,39.374137774025634],[20.417972390214683,39.37701752540227],[20.448272755018436,39.386820193773225],[20.473835904337218,39.40276816741089],[20.492629079415043,39.423595669240285],[20.50315298147954,39.44764836831329],[20.504562149577815,39.47301396169585],[20.496734667017765,39.49767367572911],[20.480284905487178,39.519662853150884],[20.456517345365103,39.5372278802326],[20.42732429079687,39.548966796496316],[20.395035126183554,39.55394207554639],[20.388566887908723,39.55408055574236]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,61.81133101457644,63.79771710302839,59.61042704532177,48.66229718225324,44.94970428608213,41.601450218418314,32.22852178776823,28.000085381470843,27.061774150064306,26.683648407923975,41.76165454815227,70.58922503932081,23.230233522280876,40.52426272251776,65.01392997000485,67.86278186628765,61.18027320487458,59.93748020393862,44.46516754897966,18.71752675776142,47.877065892330364,2018-04-03T09:12:18,2.154334791727535E9,"{""type"":""Polygon"",""coordinates"":[[[20.388566887908723,39.55408055574236],[20.355969027818496,39.5504944597141],[20.32597539434098,39.54002268574144],[20.300979957953885,39.52350163647028],[20.282973846934375,39.50225013133625],[20.273386396643442,39.47796325586282],[20.272972623367682,39.45257635049361],[20.281755679191523,39.42811030377099],[20.299028062971907,39.40651066632826],[20.323410537682744,39.38949339603774],[20.352963260822527,39.37840931998012],[20.385339873580786,39.374137774025634],[20.417972390214683,39.37701752540227],[20.448272755018436,39.386820193773225],[20.473835904337218,39.40276816741089],[20.492629079415043,39.423595669240285],[20.50315298147954,39.44764836831329],[20.504562149577815,39.47301396169585],[20.496734667017765,39.49767367572911],[20.480284905487178,39.519662853150884],[20.456517345365103,39.5372278802326],[20.42732429079687,39.548966796496316],[20.395035126183554,39.55394207554639],[20.388566887908723,39.55408055574236]]]}"
