"cruise","station","type","mon/day/yr","time","longitude (?E)","latitude (?N)","Depth (m)","DGM (pg/L)","Total Hg (ng/L)","MeHg (pg/L)","%DGM","%MeHg"
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","0","37.1","","","",""
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","20","15.3","","","",""
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","58","","","","",""
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","250","44.4","","","",""
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","500","47.3","","","",""
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","1000","43","","","",""
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","1500","51.7","","","",""
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","2000","51.7","","","",""
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","3000","63.4","","","",""
"Urania2009","1","B","06.25.2009","15:30:00","16.06861","36.83333","3251","61.9","","","",""
"Urania2009","2","B","06.29.2009","7:00:00","18.16861","37.60000","0","20.8","","","",""
"Urania2009","2","B","06.29.2009","7:00:00","18.16861","37.60000","50","22.8","","","",""
"Urania2009","2","B","06.29.2009","7:00:00","18.16861","37.60000","120","24.8","","","",""
"Urania2009","2","B","06.29.2009","7:00:00","18.16861","37.60000","250","32.7","","","",""
"Urania2009","2","B","06.29.2009","7:00:00","18.16861","37.60000","500","26.7","","","",""
"Urania2009","2","B","06.29.2009","7:00:00","18.16861","37.60000","1000","26.7","","","",""
"Urania2009","2","B","06.29.2009","7:00:00","18.16861","37.60000","2000","48.5","","","",""
"Urania2009","2","B","06.29.2009","7:00:00","18.16861","37.60000","2500","56.5","","","",""
"Urania2009","2","B","06.29.2009","7:00:00","18.16861","37.60000","2790","46.5","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","0","20.6","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","50","17","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","125","27.8","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","250","29.6","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","500","27.8","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","1000","29.6","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","1500","38.6","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","2000","44","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","3000","49.3","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","3500","54.7","","","",""
"Urania2009","3","B","06.28.2009","7:30:00","18.73528","36.05000","4005","51.1","","","",""
"Urania2009","4","B","06.27.2009","8:30:00","21.98111","34.76667","0","15.7","","","",""
"Urania2009","4","B","06.27.2009","8:30:00","21.98111","34.76667","20","25","","","",""
"Urania2009","4","B","06.27.2009","8:30:00","21.98111","34.76667","90","49","","","",""
"Urania2009","4","B","06.27.2009","8:30:00","21.98111","34.76667","250","32.3","","","",""
"Urania2009","4","B","06.27.2009","8:30:00","21.98111","34.76667","500","34.2","","","",""
"Urania2009","4","B","06.27.2009","8:30:00","21.98111","34.76667","1000","34.2","","","",""
"Urania2009","4","B","06.27.2009","8:30:00","21.98111","34.76667","1500","50.8","","","",""
"Urania2009","4","B","06.27.2009","8:30:00","21.98111","34.76667","2000","61.9","","","",""
"Urania2009","4","B","06.27.2009","8:30:00","21.98111","34.76667","3000","43.4","","","",""
