"cruise","station","type","mon/day/yr","time","longitude (?E)","latitude (?N)","Depth (m)","DGM (pg/L)","Total Hg (ng/L)","MeHg (pg/L)","%DGM","%MeHg"
"Fenice12","S09","B","08/23/2012","14:00:00","8.65953","38.22980","1500","71.8","0.156","21.2","46","14"
"Fenice12","S09","B","08/23/2012","14:00:00","8.65953","38.22980","2000","74.4","0.055","1.24","","2"
"Fenice12","S09","B","08/23/2012","14:00:00","8.65953","38.22980","2315","74.9","0.138","5.19","54","4"
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","0","18.8","","","",""
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","4","13.2","0.265","23.8","5","9"
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","10","19.9","","7.82","",""
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","20","17.3","","","",""
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","30","18.3","0.265","5.24","7","2"
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","40","20.4","0.259","7.08","8","3"
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","50","16.8","0.22","7.67","8","3"
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","60","20.9","0.228","8.17","9","4"
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","70","19.9","0.284","10.6","7","4"
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","80","21.9","0.365","17.6","6","5"
"Fenice12","S10","B","08/24/2012","11:00:00","11.75795","37.62168","100","34.6","0.206","26.9","17","13"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","0","30.7","0.209","","15",""
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","4","24.3","0.187","2.83","13","2"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","15","23.3","0.366","2.19","6","1"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","25","23.3","0.123","8.06","19","7"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","38","27.2","0.204","3.17","13","2"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","75","39.1","0.223","7.69","18","3"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","100","43.6","0.266","9.45","16","4"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","200","56.4","0.199","7.33","28","4"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","300","57.4","0.125","4.68","46","4"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","400","52.5","0.158","10.7","33","7"
"Fenice12","S12","B","08/26/2012","16:00:00","15.68093","38.46182","596","54","0.215","4.13","25","2"
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","4","27.4","0.261","7.46","10","3"
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","45","19.5","0.109","2.78","18","3"
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","90","25.5","0.184","1.46","14","1"
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","180","51.9","0.161","2.49","32","2"
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","300","54.4","0.177","12.6","31","7"
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","540","56.4","0.173","13.1","33","8"
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","1000","60.4","0.205","","29",""
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","1200","61.9","0.275","10.9","23","4"
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","1500","62.4","0.297","","21",""
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","2000","65.4","0.194","9.56","34","5"
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","2500","59.4","0.222","","27",""
"Fenice12","S13","B","08/25/2012","8:00:00","12.77163","39.13570","2993","62.9","0.222","2.6","28","1"
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","0","18.5","","","",""
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","2","16.5","","","",""
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","4","16.5","","","",""
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","6","19.5","","","",""
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","8","22.5","","","",""
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","10","20.5","","","",""
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","12","22","","","",""
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","20","12","","","",""
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","75","17","","","",""
"Fenice12","S13","B","08/25/2012","15:00:00","12.77163","39.13570","130","38.4","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"","","","","","","","","","","","",""
