system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,.geo
1_1_1_2_0,0.00811800081282854,0.007756000850349665,0.0072840009815990925,0.005370000842958689,0.0012880009599030018,8.920009713619947E-4,4.7600100515410304E-4,-1.1799899948528036E-4,-3.9990000004763715E-6,-7.999000445124693E-6,0.08184034377336502,2000-07-13T20:00:06,19.799999237060547,"{""type"":""Point"",""coordinates"":[28.0,32.6667]}"
