system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,sst,.geo
1_1_1_2_0,0.010668001137673855,0.00926000066101551,0.008582000620663166,0.00705800112336874,0.002834001090377569,0.0022000009194016457,0.001816001022234559,1.3000100443605334E-4,2.2600099327974021E-4,2.0800100173801184E-4,0.09594090282917023,2000-07-13T20:00:06,42.79999923706055,23.71968650817871,"{""type"":""Point"",""coordinates"":[7.25,38.3333]}"
