system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,sst,.geo
1_2_0,0.008658001199364662,0.007642000913619995,0.006864001043140888,0.0056160008534789085,0.002114000963047147,0.0015140010509639978,0.0011560010025277734,1.2200100172776729E-4,2.8001000828226097E-5,6.200100324349478E-5,0.10662303119897842,2000-07-14T20:00:06,34.400001525878906,20.774925231933594,"{""type"":""Point"",""coordinates"":[6.25,40.85]}"
