system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,.geo
1_2_0,0.008418001234531403,0.007472001016139984,0.006770000793039799,0.0054980008862912655,0.0020000010263174772,0.0014440009836107492,0.001118000946007669,4.600100146490149E-5,2.6001000151154585E-5,4.00099997932557E-6,0.10776317864656448,2000-07-14T20:00:06,4.999999873689376E-5,33.599998474121094,"{""type"":""Point"",""coordinates"":[28.05,34.7333]}"
