system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,.geo
2_0,0.005764001049101353,0.005612000823020935,0.005478001199662685,0.0045580011792480946,0.0016720009734854102,0.001184000982902944,8.30001023132354E-4,-1.5399900439660996E-4,-6.999899778747931E-5,-6.399900303222239E-5,0.1482570618391037,2000-07-15T20:45:05,36.79999923706055,"{""type"":""Point"",""coordinates"":[9.65,41.35]}"
