system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,sst,.geo
2_0,0.005302000790834427,0.005428000818938017,0.005278001073747873,0.004464000929147005,0.0015420010313391685,0.001142001012340188,8.600010187365115E-4,-3.1998999475035816E-5,2.0009999843750848E-6,8.001000423973892E-6,0.14790792763233185,2000-07-15T20:45:05,36.79999923706055,21.157184600830078,"{""type"":""Point"",""coordinates"":[7.8,41.4167]}"
