system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,.geo
1_2_0,0.010650000534951687,0.010020000860095024,0.009096001274883747,0.007054001092910767,0.0021840010304003954,0.001816001022234559,0.0014840010553598404,1.640010013943538E-4,1.3600100646726787E-4,1.3400100579019636E-4,0.06929903477430344,2000-07-14T20:00:06,0.02044999971985817,31.600000381469727,"{""type"":""Point"",""coordinates"":[24.5333,34.0833]}"
