system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,.geo
2_0,0.005986000876873732,0.005992000922560692,0.005990000907331705,0.005152001045644283,0.0022760010324418545,0.0018220009515061975,0.0014940010150894523,1.460009953007102E-4,1.3400100579019636E-4,1.2000100105069578E-4,0.168832466006279,2000-07-15T20:45:05,0.0036200000904500484,54.0,"{""type"":""Point"",""coordinates"":[11.0,41.6667]}"
