system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,.geo
2_0,0.005694000981748104,0.005842001177370548,0.005106001161038876,0.004332000855356455,0.0017300009494647384,0.0013080009957775474,0.0010460009798407555,9.000099817058071E-5,9.200099884765223E-5,9.600100020179525E-5,0.14507900178432465,2012-08-23T00:45:08,38.974918365478516,"{""type"":""Point"",""coordinates"":[-2.69442,35.90385]}"
