system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,.geo
1_2_0,0.003672000952064991,0.004464000929147005,0.004230001010000706,0.0039640008471906185,0.0019800011068582535,0.0015620009507983923,0.0013140010414645076,1.260010030819103E-4,1.2200100172776729E-4,8.600099681643769E-5,0.20777200162410736,2012-08-15T00:25:09,0.0,62.45250701904297,"{""type"":""Point"",""coordinates"":[-4.0355,36.49738]}"
