system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,.geo
2_0,0.01023200061172247,0.009226000867784023,0.007568000815808773,0.00627600122243166,0.0023960010148584843,0.0018040010472759604,0.0014600009890273213,1.5800099936313927E-4,1.440009946236387E-4,1.3800100714433938E-4,0.08221899718046188,2012-08-23T00:45:08,0.015250000171363354,34.162353515625,"{""type"":""Point"",""coordinates"":[8.65953,38.2298]}"
