system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,sst,.geo
1_2_0,0.004494001157581806,0.005326000973582268,0.005388000980019569,0.004670001100748777,0.001816001022234559,0.0013260010164231062,0.0010260009439662099,-1.639989932300523E-4,-2.1399899560492486E-4,-1.7599899729248136E-4,0.14744718372821808,2015-06-27T00:00:09,43.79999923706055,23.649999618530273,"{""type"":""Point"",""coordinates"":[9.2,39.1]}"
