system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,sst,.geo
2_0,0.005038001108914614,0.006626001093536615,0.006568001117557287,0.005468001123517752,0.001962000969797373,0.001310001011006534,9.160009794868529E-4,-5.7999001001007855E-5,1.0001000191550702E-5,-1.1998999980278313E-5,0.12392771989107132,2015-07-09T00:15:10,-3.5000000934815034E-5,34.400001525878906,28.864999771118164,"{""type"":""Point"",""coordinates"":[12.8437,39.707840000000004]}"
