system:index,Oa01_radiance,Oa02_radiance,Oa03_radiance,Oa04_radiance,Oa05_radiance,Oa06_radiance,Oa07_radiance,Oa08_radiance,Oa09_radiance,Oa10_radiance,Oa11_radiance,Oa12_radiance,Oa13_radiance,Oa14_radiance,Oa15_radiance,Oa16_radiance,Oa17_radiance,Oa18_radiance,Oa19_radiance,Oa20_radiance,Oa21_radiance,date,quality_flags,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,55.35811673879905,57.295494340015594,52.7932174315184,42.10073069305006,39.84095709379441,40.884972765356636,28.524407762870254,23.54966256547465,22.561283883311877,22.37239710607054,45.80053609743755,106.3568446261465,28.74364887364043,52.49913300214687,94.89274869470869,102.84740068599496,89.12130586457639,86.81864611937483,67.27885591026565,31.25649261778896,63.031188022671266,2018-04-01T10:04:40,2.1538801296243687E9,"{""type"":""Polygon"",""coordinates"":[[[8.977159999999998,39.62404165951481],[8.944529211818695,39.62045555215217],[8.914505304406335,39.60998374772603],[8.889484680734034,39.593462658415504],[8.871460479180993,39.57221111617923],[8.861863461233884,39.547924218128784],[8.86144937621502,39.52253731174119],[8.870241366772358,39.498071285854415],[8.887531191296315,39.47647168458611],[8.911938209282392,39.45945445452765],[8.941520628123282,39.448370410231675],[8.973929746355484,39.444098877687],[9.00659502293492,39.44697861995167],[9.036925827645293,39.45678125952226],[9.062514697758404,39.4727291936301],[9.081326834404342,39.49355665750698],[9.091861417750035,39.51760933203616],[9.093272109496786,39.54297492195276],[9.085436837558037,39.56763465470155],[9.068970563182951,39.58962386719523],[9.045179063897633,39.60718893475528],[9.015956550793517,39.61892788424631],[8.983634772840617,39.62390317887258],[8.977159999999998,39.62404165951481]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,68.5030678997226,72.23447077310162,66.50887882908815,53.49731650789196,50.75727912304921,51.79090858769219,37.064699429182184,30.669236478121483,29.345200061067768,29.017520133310487,56.11983916748312,117.27100785678353,31.39813957082986,56.79599355021037,102.8051265080536,113.27957461118976,97.64754359009912,95.23977942485801,73.88969447785813,34.81173859641062,69.7053115632638,2018-04-02T09:38:29,2.1489491579324183E9,"{""type"":""Polygon"",""coordinates"":[[[8.977159999999998,39.62404165951481],[8.944529211818695,39.62045555215217],[8.914505304406335,39.60998374772603],[8.889484680734034,39.593462658415504],[8.871460479180993,39.57221111617923],[8.861863461233884,39.547924218128784],[8.86144937621502,39.52253731174119],[8.870241366772358,39.498071285854415],[8.887531191296315,39.47647168458611],[8.911938209282392,39.45945445452765],[8.941520628123282,39.448370410231675],[8.973929746355484,39.444098877687],[9.00659502293492,39.44697861995167],[9.036925827645293,39.45678125952226],[9.062514697758404,39.4727291936301],[9.081326834404342,39.49355665750698],[9.091861417750035,39.51760933203616],[9.093272109496786,39.54297492195276],[9.085436837558037,39.56763465470155],[9.068970563182951,39.58962386719523],[9.045179063897633,39.60718893475528],[9.015956550793517,39.61892788424631],[8.983634772840617,39.62390317887258],[8.977159999999998,39.62404165951481]]]}"
1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,220.55726812612846,245.8459397437517,266.1457013628838,261.9229416314175,251.85106620295448,219.32074698469202,198.12685407278198,193.8799774753975,190.86182705432623,188.4814541334532,184.77656782826284,179.87814608646417,82.60546397814073,121.0605292355669,167.55031813856291,166.51396994099431,137.55780473436852,132.76814345272024,115.18339426029252,84.44026140692075,96.13601039628394,2018-04-03T09:12:18,2.2866417588705173E9,"{""type"":""Polygon"",""coordinates"":[[[8.977159999999998,39.62404165951481],[8.944529211818695,39.62045555215217],[8.914505304406335,39.60998374772603],[8.889484680734034,39.593462658415504],[8.871460479180993,39.57221111617923],[8.861863461233884,39.547924218128784],[8.86144937621502,39.52253731174119],[8.870241366772358,39.498071285854415],[8.887531191296315,39.47647168458611],[8.911938209282392,39.45945445452765],[8.941520628123282,39.448370410231675],[8.973929746355484,39.444098877687],[9.00659502293492,39.44697861995167],[9.036925827645293,39.45678125952226],[9.062514697758404,39.4727291936301],[9.081326834404342,39.49355665750698],[9.091861417750035,39.51760933203616],[9.093272109496786,39.54297492195276],[9.085436837558037,39.56763465470155],[9.068970563182951,39.58962386719523],[9.045179063897633,39.60718893475528],[9.015956550793517,39.61892788424631],[8.983634772840617,39.62390317887258],[8.977159999999998,39.62404165951481]]]}"
