system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,date,sst,.geo
1_1_2_0,0.003264001104980707,0.0038960010278970003,0.003620001021772623,0.003090000944212079,0.001126001006923616,8.040009997785091E-4,5.280009936541319E-4,-1.3799899898003787E-4,-5.199899896979332E-5,-1.1998999980278313E-5,2011-11-06T00:10:08,20.65999984741211,"{""type"":""Point"",""coordinates"":[14.55,38.27]}"
