system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,date,sst,.geo
1_1_1_1_1_1_1_2_0,0.008182001300156116,0.007400000933557749,0.005990000907331705,0.005072000902146101,0.0022760010324418545,0.0017120010452345014,0.0013560010120272636,1.480009959777817E-4,1.7200100410263985E-4,1.780010061338544E-4,2011-10-28T00:15:08,20.635000228881836,"{""type"":""Point"",""coordinates"":[12.07,39.49]}"
