system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,sst,.geo
2_0,0.005768001079559326,0.00589800113812089,0.005146000999957323,0.004544001072645187,0.0022220010869205,0.001674000988714397,0.001370001002214849,3.600100171752274E-5,1.8200099293608218E-4,2.020009997067973E-4,0.1586419939994812,2011-11-02T00:35:07,0.06178100034594536,50.0499267578125,19.170000076293945,"{""type"":""Point"",""coordinates"":[10.53,41.2]}"
