system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,date,sst,.geo
1_1_2_0,0.0014940010150894523,0.002796001033857465,0.004430001135915518,0.0047880010679364204,0.005324000958353281,0.004786001052707434,0.004240001086145639,-3.1998999475035816E-5,-4.79990012536291E-5,-3.799900150625035E-5,2005-06-23T00:35:06,25.35999870300293,"{""type"":""Point"",""coordinates"":[12.43233,45.37112]}"
