system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,sst,.geo
1_2_0,0.009158001281321049,0.0085600009188056,0.007924000732600689,0.006494001019746065,0.002492001047357917,0.0017860010266304016,0.0015000009443610907,-5.7999001001007855E-5,8.001000423973892E-6,-5.999000222800532E-6,0.09735099971294403,2005-06-28T00:45:05,5.39999979082495E-4,36.43326950073242,24.94999885559082,"{""type"":""Point"",""coordinates"":[17.7145,42.102509999999995]}"
