system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,sst,.geo
1_1_1_1_1_2_0,0.002442000899463892,0.0030760010704398155,0.0037780010607093573,0.0037240011151880026,0.0031860009767115116,0.0026520011015236378,0.0022820010781288147,-6.059990264475346E-4,-6.579990149475634E-4,-6.539989844895899E-4,0.7504739761352539,2005-06-22T00:00:05,164.7109832763672,24.80500030517578,"{""type"":""Point"",""coordinates"":[13.56984,45.666290000000004]}"
