system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,sst,.geo
1_1_2_0,0.001884000957943499,0.0023440010845661163,0.002954001072794199,0.002846000948920846,0.0024680010974407196,0.002034001052379608,0.0017460009548813105,1.2000999959127512E-5,1.2800100375898182E-4,1.440009946236387E-4,0.7650660276412964,2005-06-23T00:35:06,162.9331817626953,25.854999542236328,"{""type"":""Point"",""coordinates"":[12.70696,44.60983]}"
