system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,poc,sst,.geo
2_0,0.0025320008862763643,0.0030960009898990393,0.0037740010302513838,0.0035820009652525187,0.002650001086294651,0.00211200094781816,0.0018120009917765856,6.001000201649731E-6,9.800100087886676E-5,9.200099884765223E-5,0.4187929928302765,2005-06-23T00:35:06,108.31414031982422,26.024999618530273,"{""type"":""Point"",""coordinates"":[12.81278,44.22467]}"
