system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,sst,.geo
2_0,0.006370001006871462,0.0061360010877251625,0.006122000981122255,0.005258000921458006,0.00249000103212893,0.0017620009602978826,0.0015340009704232216,-1.5799900575075299E-4,8.001000423973892E-6,4.00099997932557E-6,0.16101999580860138,2005-06-26T00:55:06,0.0037950000260025263,50.59987258911133,25.84000015258789,"{""type"":""Point"",""coordinates"":[13.35604,44.43642]}"
