system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,.geo
1_2_0,0.006914000958204269,0.006820001173764467,0.00668000103905797,0.005744000896811485,0.0026200010906904936,0.002036001067608595,0.0017180009745061398,4.80009985039942E-5,-1.9999000869574957E-5,-2.1998999727657065E-5,0.1618250012397766,2005-06-21T00:40:06,0.002730000065639615,53.69401931762695,"{""type"":""Point"",""coordinates"":[14.3805,42.55044]}"
