system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,date,sst,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,0.0032380009070038795,0.0038080010563135147,0.004094000905752182,0.003488000947982073,0.0015440010465681553,0.0012120009632781148,9.940010495483875E-4,-7.999000445124693E-6,2.4000999474083073E-5,2.6001000151154585E-5,2004-03-27T00:20:05,14.529999732971191,"{""type"":""Point"",""coordinates"":[15.07893,38.64815]}"
