system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,.geo
2_0,0.004918001126497984,0.004968001041561365,0.005218001082539558,0.004604001063853502,0.0025200010277330875,0.0019920009654015303,0.0016420009778812528,1.1600099969655275E-4,1.440009946236387E-4,1.3600100646726787E-4,0.2551079988479614,2004-04-03T00:25:06,0.015971999615430832,72.58815002441406,"{""type"":""Point"",""coordinates"":[19.00013,39.99986]}"
