system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,.geo
1_1_1_1_1_1_1_1_1_1_2_0,-7.479990017600358E-4,2.640009915921837E-4,0.0011740010231733322,0.001336000976152718,0.001050001010298729,9.340010001324117E-4,7.980010122992098E-4,-1.5998999515431933E-5,8.200100273825228E-5,1.240010024048388E-4,0.7101989984512329,2004-03-16T00:05:05,0.06944400072097778,733.919921875,"{""type"":""Point"",""coordinates"":[7.97692,41.42394]}"
