system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,date,sst,.geo
1_1_1_1_1_1_1_1_1_1_1_1_1_2_0,0.004270000848919153,0.00441000098362565,0.00462400121614337,0.003998001106083393,0.002052000956609845,0.0016080009518191218,0.001286000944674015,8.000100206118077E-5,1.240010024048388E-4,1.1800100037362427E-4,2004-03-21T00:20:05,14.625,"{""type"":""Point"",""coordinates"":[11.566189999999999,37.48007]}"
