system:index,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678,chlor_a,date,nflh,poc,.geo
1_2_0,0.004972001072019339,0.0050600008107721806,0.005342001095414162,0.004804001189768314,0.0026400010101497173,0.0020640010479837656,0.0017800009809434414,1.460009953007102E-4,2.040010003838688E-4,1.9000099564436823E-4,0.2628589868545532,2004-03-21T00:20:05,0.013527000322937965,74.29463958740234,"{""type"":""Point"",""coordinates"":[11.29908,40.49948]}"
